,temperature_2m (°C),relative_humidity_2m (%),surface_pressure (hPa),pressure_msl (hPa),wind_speed_10m (km/h),cloud_cover (%),precipitation_probability (%),humidity,pressure,wind_speed,cloud_cover,precip_prob,temp
2025-03-17 00:00:00,17.6,73.0,1020.4,1021.6,4.4,100.0,0.0,,,,,,
2025-03-17 01:00:00,17.4,64.0,1021.4,1022.6,5.6,100.0,0.0,,,,,,
2025-03-17 02:00:00,17.5,65.0,1021.9,1023.1,6.9,100.0,0.0,,,,,,
2025-03-17 03:00:00,17.6,61.0,1022.1,1023.3,7.7,100.0,0.0,,,,,,
2025-03-17 04:00:00,17.3,61.0,1021.2,1022.4,6.6,100.0,0.0,,,,,,
2025-03-17 05:00:00,17.7,61.0,1020.6,1021.8,8.2,100.0,5.0,,,,,,
2025-03-17 06:00:00,18.5,58.0,1019.2,1020.4,5.7,100.0,3.0,,,,,,
2025-03-17 07:00:00,18.6,57.0,1017.9,1019.1,6.4,100.0,0.0,,,,,,
2025-03-17 08:00:00,18.7,57.0,1017.1,1018.3,6.0,100.0,0.0,,,,,,
2025-03-17 09:00:00,18.6,58.0,1016.7,1017.9,5.5,100.0,0.0,,,,,,
2025-03-17 10:00:00,18.4,59.0,1016.9,1018.1,5.8,100.0,0.0,,,,,,
2025-03-17 11:00:00,17.9,63.0,1017.3,1018.5,5.1,100.0,0.0,,,,,,
2025-03-17 12:00:00,17.7,67.0,1018.0,1019.2,5.2,100.0,0.0,,,,,,
2025-03-17 13:00:00,17.4,70.0,1019.3,1020.5,5.6,100.0,0.0,,,,,,
2025-03-17 14:00:00,17.2,75.0,1020.1,1021.3,6.0,100.0,0.0,,,,,,
2025-03-17 15:00:00,16.9,77.0,1020.5,1021.7,4.7,100.0,0.0,,,,,,
2025-03-17 16:00:00,16.7,76.0,1020.5,1021.7,3.5,100.0,0.0,,,,,,
2025-03-17 17:00:00,16.5,75.0,1020.3,1021.5,3.1,100.0,0.0,,,,,,
2025-03-17 18:00:00,16.5,75.0,1021.3,1022.5,1.1,100.0,0.0,,,,,,
2025-03-17 19:00:00,16.5,76.0,1021.3,1022.5,2.9,100.0,0.0,,,,,,
2025-03-17 20:00:00,16.6,75.0,1021.4,1022.6,4.8,100.0,0.0,,,,,,
2025-03-17 21:00:00,16.7,59.0,1021.5,1022.7,9.0,100.0,0.0,,,,,,
2025-03-17 22:00:00,16.2,55.0,1021.7,1022.9,10.6,100.0,0.0,,,,,,
2025-03-17 23:00:00,15.8,57.0,1021.9,1023.1,8.3,100.0,0.0,,,,,,
2025-03-18 00:00:00,16.0,60.0,1023.6,1024.8,5.0,100.0,0.0,,,,,,
2025-03-18 01:00:00,15.9,60.0,1025.0,1026.2,5.7,100.0,0.0,,,,,,
2025-03-18 02:00:00,16.0,62.0,1025.9,1027.1,5.4,100.0,0.0,,,,,,
2025-03-18 03:00:00,16.1,63.0,1026.0,1027.2,5.4,100.0,0.0,,,,,,
2025-03-18 04:00:00,16.6,60.0,1025.2,1026.4,8.4,100.0,0.0,,,,,,
2025-03-18 05:00:00,16.9,56.0,1024.3,1025.5,9.2,100.0,0.0,,,,,,
2025-03-18 06:00:00,18.0,50.0,1022.7,1023.9,8.8,100.0,0.0,,,,,,
2025-03-18 07:00:00,17.9,50.0,1022.0,1023.2,8.5,100.0,0.0,,,,,,
2025-03-18 08:00:00,18.1,51.0,1021.3,1022.5,8.2,100.0,3.0,,,,,,
2025-03-18 09:00:00,18.1,51.0,1021.3,1022.5,6.5,100.0,0.0,,,,,,
2025-03-18 10:00:00,18.0,52.0,1021.1,1022.3,5.8,100.0,3.0,,,,,,
2025-03-18 11:00:00,17.6,55.0,1021.8,1023.0,5.1,100.0,3.0,,,,,,
2025-03-18 12:00:00,18.3,57.0,1022.2,1023.4,2.6,99.0,0.0,,,,,,
2025-03-18 13:00:00,18.0,58.0,1023.3,1024.5,2.5,100.0,0.0,,,,,,
2025-03-18 14:00:00,17.8,59.0,1024.4,1025.6,3.0,83.0,0.0,,,,,,
2025-03-18 15:00:00,17.5,60.0,1024.1,1025.3,3.0,91.0,0.0,,,,,,
2025-03-18 16:00:00,17.1,60.0,1024.2,1025.4,6.0,91.0,0.0,,,,,,
2025-03-18 17:00:00,16.9,58.0,1023.9,1025.1,7.1,100.0,0.0,,,,,,
2025-03-18 18:00:00,17.1,61.0,1024.5,1025.7,6.6,100.0,0.0,,,,,,
2025-03-18 19:00:00,16.9,61.0,1024.1,1025.3,5.8,100.0,0.0,,,,,,
2025-03-18 20:00:00,16.7,62.0,1024.2,1025.4,6.5,100.0,0.0,,,,,,
2025-03-18 21:00:00,16.6,63.0,1024.2,1025.4,6.0,100.0,0.0,,,,,,
2025-03-18 22:00:00,16.5,65.0,1024.2,1025.4,5.2,100.0,0.0,,,,,,
2025-03-18 23:00:00,16.4,65.0,1024.5,1025.7,5.2,100.0,0.0,,,,,,
2025-03-19 00:00:00,16.3,72.0,1025.7,1026.9,5.6,81.0,0.0,,,,,,
2025-03-19 01:00:00,17.2,70.0,1027.0,1028.2,6.8,88.0,0.0,,,,,,
2025-03-19 02:00:00,18.8,61.0,1028.0,1029.2,8.7,82.0,0.0,,,,,,
2025-03-19 03:00:00,19.9,50.0,1027.8,1029.0,12.6,65.0,0.0,,,,,,
2025-03-19 04:00:00,21.1,47.0,1027.0,1028.2,12.0,61.0,0.0,,,,,,
2025-03-19 05:00:00,21.8,44.0,1025.6,1026.8,11.7,77.0,0.0,,,,,,
2025-03-19 06:00:00,23.3,39.0,1024.3,1025.5,9.1,79.0,0.0,,,,,,
2025-03-19 07:00:00,23.6,38.0,1023.1,1024.3,9.3,69.0,0.0,,,,,,
2025-03-19 08:00:00,23.3,38.0,1022.3,1023.5,8.5,82.0,0.0,,,,,,
2025-03-19 09:00:00,22.9,38.0,1021.9,1023.1,7.6,90.0,0.0,,,,,,
2025-03-19 10:00:00,22.6,39.0,1021.5,1022.7,6.6,69.0,0.0,,,,,,
2025-03-19 11:00:00,21.7,43.0,1022.0,1023.2,4.3,78.0,0.0,,,,,,
2025-03-19 12:00:00,20.3,51.0,1022.3,1023.5,4.2,69.0,0.0,,,,,,
2025-03-19 13:00:00,19.6,54.0,1023.3,1024.5,4.7,58.0,0.0,,,,,,
2025-03-19 14:00:00,18.9,55.0,1023.8,1025.0,4.3,54.0,0.0,,,,,,
2025-03-19 15:00:00,18.3,57.0,1024.1,1025.3,3.1,54.0,0.0,,,,,,
2025-03-19 16:00:00,17.9,59.0,1024.0,1025.2,1.8,37.0,0.0,,,,,,
2025-03-19 17:00:00,17.6,60.0,1023.9,1025.1,0.7,79.0,0.0,,,,,,
2025-03-19 18:00:00,17.5,69.0,1024.7,1025.9,1.0,80.0,0.0,,,,,,
2025-03-19 19:00:00,17.3,71.0,1024.3,1025.5,1.5,87.0,0.0,,,,,,
2025-03-19 20:00:00,17.1,71.0,1024.0,1025.2,3.2,81.0,0.0,,,,,,
2025-03-19 21:00:00,16.8,72.0,1023.8,1025.0,4.0,83.0,0.0,,,,,,
2025-03-19 22:00:00,16.6,72.0,1023.9,1025.1,5.2,83.0,0.0,,,,,,
2025-03-19 23:00:00,16.4,72.0,1023.9,1025.1,5.7,73.0,0.0,,,,,,
2025-03-20 00:00:00,16.8,73.0,1025.2,1026.4,6.4,82.0,0.0,,,,,,
2025-03-20 01:00:00,18.1,69.0,1025.8,1027.0,7.3,76.0,0.0,,,,,,
2025-03-20 02:00:00,20.0,61.0,1026.6,1027.8,9.5,75.0,0.0,,,,,,
2025-03-20 03:00:00,21.6,55.0,1026.0,1027.2,8.9,63.0,0.0,,,,,,
2025-03-20 04:00:00,23.4,45.0,1025.1,1026.3,7.8,46.0,0.0,,,,,,
2025-03-20 05:00:00,24.6,40.0,1023.6,1024.8,5.4,31.0,0.0,,,,,,
2025-03-20 06:00:00,24.6,39.0,1022.1,1023.3,4.6,25.0,0.0,,,,,,
2025-03-20 07:00:00,25.1,37.0,1020.7,1021.9,2.9,25.0,0.0,,,,,,
2025-03-20 08:00:00,25.2,35.0,1019.5,1020.7,0.8,28.0,0.0,,,,,,
2025-03-20 09:00:00,25.0,36.0,1018.9,1020.1,1.0,27.0,0.0,,,,,,
2025-03-20 10:00:00,24.6,38.0,1018.4,1019.6,3.1,34.0,0.0,,,,,,
2025-03-20 11:00:00,23.5,44.0,1019.0,1020.2,3.9,45.0,0.0,,,,,,
2025-03-20 12:00:00,22.5,49.0,1019.2,1020.4,3.2,66.0,0.0,,,,,,
2025-03-20 13:00:00,21.3,55.0,1020.7,1021.9,5.4,62.0,0.0,,,,,,
2025-03-20 14:00:00,20.0,46.0,1021.6,1022.8,10.7,57.0,0.0,,,,,,
2025-03-20 15:00:00,19.2,45.0,1022.0,1023.2,9.0,73.0,0.0,,,,,,
2025-03-20 16:00:00,18.6,49.0,1022.0,1023.2,8.6,72.0,0.0,,,,,,
2025-03-20 17:00:00,18.2,53.0,1022.1,1023.3,6.4,71.0,0.0,,,,,,
2025-03-20 18:00:00,17.8,64.0,1022.5,1023.7,4.6,74.0,0.0,,,,,,
2025-03-20 19:00:00,17.5,66.0,1021.6,1022.8,3.3,56.0,0.0,,,,,,
2025-03-20 20:00:00,17.4,66.0,1021.7,1022.9,2.7,72.0,0.0,,,,,,
2025-03-20 21:00:00,17.4,65.0,1021.7,1022.9,3.1,72.0,0.0,,,,,,
2025-03-20 22:00:00,17.0,67.0,1022.1,1023.3,3.1,75.0,0.0,,,,,,
2025-03-20 23:00:00,17.0,68.0,1022.4,1023.6,2.1,51.0,0.0,,,,,,
2025-03-21 00:00:00,17.1,74.0,1023.3,1024.5,1.1,68.0,0.0,,,,,,
2025-03-21 01:00:00,18.4,70.0,1023.9,1025.1,0.4,45.0,0.0,,,,,,
2025-03-21 02:00:00,20.5,64.0,1024.3,1025.5,2.7,4.0,0.0,,,,,,
2025-03-21 03:00:00,22.6,54.0,1023.9,1025.1,4.9,0.0,0.0,,,,,,
2025-03-21 04:00:00,24.1,48.0,1022.8,1024.0,7.4,0.0,0.0,,,,,,
2025-03-21 05:00:00,25.2,45.0,1021.6,1022.8,7.1,26.0,0.0,,,,,,
2025-03-21 06:00:00,26.1,38.0,1020.5,1021.7,4.8,0.0,0.0,,,,,,
2025-03-21 07:00:00,26.6,37.0,1019.0,1020.2,8.1,0.0,0.0,,,,,,
2025-03-21 08:00:00,26.7,37.0,1017.7,1018.9,11.3,0.0,0.0,,,,,,
2025-03-21 09:00:00,26.3,38.0,1016.9,1018.1,11.9,0.0,0.0,,,,,,
2025-03-21 10:00:00,25.6,41.0,1017.0,1018.2,11.9,0.0,0.0,,,,,,
2025-03-21 11:00:00,24.3,47.0,1017.2,1018.4,10.9,0.0,0.0,,,,,,
2025-03-21 12:00:00,22.8,46.0,1017.9,1019.1,10.7,0.0,0.0,,,,,,
2025-03-21 13:00:00,21.2,50.0,1018.7,1019.9,10.5,0.0,0.0,,,,,,
2025-03-21 14:00:00,20.0,55.0,1019.2,1020.4,9.7,0.0,0.0,,,,,,
2025-03-21 15:00:00,19.0,60.0,1019.4,1020.6,8.4,0.0,0.0,,,,,,
2025-03-21 16:00:00,18.2,64.0,1019.2,1020.4,7.9,0.0,0.0,,,,,,
2025-03-21 17:00:00,17.6,67.0,1018.9,1020.1,7.4,0.0,0.0,,,,,,
2025-03-21 18:00:00,17.0,70.0,1018.9,1020.1,7.1,0.0,0.0,,,,,,
2025-03-21 19:00:00,16.6,73.0,1018.4,1019.6,7.1,22.0,0.0,,,,,,
2025-03-21 20:00:00,16.2,76.0,1018.7,1019.9,7.0,0.0,0.0,,,,,,
2025-03-21 21:00:00,15.9,78.0,1019.1,1020.3,6.9,1.0,0.0,,,,,,
2025-03-21 22:00:00,15.8,80.0,1019.3,1020.5,5.8,0.0,0.0,,,,,,
2025-03-21 23:00:00,15.6,82.0,1019.5,1020.7,5.1,0.0,0.0,,,,,,
2025-03-22 00:00:00,16.1,82.0,1020.3,1021.5,3.8,0.0,0.0,,,,,,
2025-03-22 01:00:00,18.3,75.0,1021.2,1022.4,3.8,0.0,0.0,,,,,,
2025-03-22 02:00:00,21.0,63.0,1021.9,1023.1,4.7,0.0,0.0,,,,,,
2025-03-22 03:00:00,23.1,53.0,1021.6,1022.8,6.9,4.0,0.0,,,,,,
2025-03-22 04:00:00,24.5,50.0,1020.9,1022.1,6.6,0.0,0.0,,,,,,
2025-03-22 05:00:00,25.8,47.0,1019.3,1020.5,6.9,14.0,0.0,,,,,,
2025-03-22 06:00:00,26.7,43.0,1017.9,1019.1,7.2,7.0,0.0,,,,,,
2025-03-22 07:00:00,27.3,41.0,1016.2,1017.4,8.8,4.0,0.0,,,,,,
2025-03-22 08:00:00,27.6,40.0,1015.3,1016.5,9.6,0.0,0.0,,,,,,
2025-03-22 09:00:00,27.5,40.0,1014.7,1015.9,9.8,0.0,0.0,,,,,,
2025-03-22 10:00:00,27.0,42.0,1014.5,1015.7,10.2,0.0,0.0,,,,,,
2025-03-22 11:00:00,25.9,48.0,1014.8,1016.0,9.2,0.0,0.0,,,,,,
2025-03-22 12:00:00,23.9,62.0,1015.7,1016.9,11.9,0.0,0.0,,,,,,
2025-03-22 13:00:00,22.0,68.0,1016.5,1017.7,16.0,0.0,0.0,,,,,,
2025-03-22 14:00:00,20.8,75.0,1017.2,1018.4,13.6,0.0,0.0,,,,,,
2025-03-22 15:00:00,19.9,79.0,1017.7,1018.9,12.0,0.0,0.0,,,,,,
2025-03-22 16:00:00,19.1,84.0,1017.8,1019.0,10.7,0.0,0.0,,,,,,
2025-03-22 17:00:00,18.4,88.0,1017.5,1018.7,9.8,0.0,0.0,,,,,,
2025-03-22 18:00:00,18.1,93.0,1017.0,1018.2,9.8,28.0,0.0,,,,,,
2025-03-22 19:00:00,17.7,95.0,1016.3,1017.5,9.2,40.0,0.0,,,,,,
2025-03-22 20:00:00,17.5,96.0,1016.2,1017.4,8.2,48.0,0.0,,,,,,
2025-03-22 21:00:00,17.3,97.0,1015.9,1017.1,7.3,54.0,0.0,,,,,,
2025-03-22 22:00:00,17.1,97.0,1015.9,1017.1,6.2,56.0,0.0,,,,,,
2025-03-22 23:00:00,17.0,97.0,1016.3,1017.5,5.2,53.0,0.0,,,,,,
2025-03-23 00:00:00,17.6,95.0,1017.5,1018.7,5.4,52.0,0.0,,,,,,
2025-03-23 01:00:00,19.2,89.0,1018.9,1020.1,7.1,49.0,0.0,,,,,,
2025-03-23 02:00:00,21.1,81.0,1019.1,1020.3,8.1,48.0,0.0,,,,,,
2025-03-23 03:00:00,22.8,74.0,1019.0,1020.2,8.9,57.0,0.0,,,,,,
2025-03-23 04:00:00,24.3,67.0,1018.0,1019.2,8.7,64.0,0.0,,,,,,
2025-03-23 05:00:00,25.3,64.0,1016.7,1017.9,7.9,57.0,0.0,,,,,,
2025-03-23 06:00:00,26.2,60.0,1015.1,1016.3,7.7,56.0,0.0,,,,,,
2025-03-23 07:00:00,26.8,59.0,1013.9,1015.1,9.0,50.0,0.0,,,,,,
2025-03-23 08:00:00,27.1,57.0,1013.0,1014.2,10.9,43.0,0.0,,,,,,
2025-03-23 09:00:00,27.2,55.0,1012.3,1013.5,11.8,35.0,0.0,,,,,,
2025-03-23 10:00:00,26.8,56.0,1011.7,1012.9,12.7,33.0,0.0,,,,,,
2025-03-23 11:00:00,26.0,58.0,1012.3,1013.5,11.8,3.0,0.0,,,,,,
2025-03-23 12:00:00,24.7,68.0,1012.7,1013.9,14.7,25.0,0.0,,,,,,
2025-03-23 13:00:00,23.0,67.0,1014.0,1015.2,15.9,0.0,0.0,,,,,,
2025-03-23 14:00:00,21.8,72.0,1014.7,1015.9,12.3,0.0,0.0,,,,,,
2025-03-23 15:00:00,20.8,78.0,1015.3,1016.5,11.2,0.0,0.0,,,,,,
2025-03-23 16:00:00,19.9,83.0,1015.1,1016.3,10.4,0.0,0.0,,,,,,
2025-03-23 17:00:00,19.3,87.0,1014.9,1016.1,9.3,0.0,0.0,,,,,,
2025-03-23 18:00:00,19.1,89.0,1014.8,1016.0,7.3,0.0,0.0,,,,,,
2025-03-23 19:00:00,18.7,91.0,1014.0,1015.2,6.3,0.0,0.0,,,,,,
2025-03-23 20:00:00,18.5,92.0,1013.9,1015.1,4.8,0.0,0.0,,,,,,
2025-03-23 21:00:00,18.3,93.0,1013.7,1014.9,3.0,0.0,0.0,,,,,,
2025-03-23 22:00:00,18.2,93.0,1013.8,1015.0,1.8,0.0,0.0,,,,,,
2025-03-23 23:00:00,18.1,93.0,1013.9,1015.1,1.1,0.0,0.0,,,,,,
2025-03-24 00:00:00,18.9,93.0,1014.2,1015.4,2.3,40.0,0.0,,,,,,
2025-03-24 01:00:00,20.5,86.0,1015.2,1016.4,2.9,40.0,0.0,,,,,,
2025-03-24 02:00:00,22.2,79.0,1015.2,1016.4,2.9,46.0,0.0,,,,,,
2025-03-24 03:00:00,23.8,72.0,1015.2,1016.4,2.9,52.0,0.0,,,,,,
2025-03-24 04:00:00,25.5,67.0,1014.1,1015.3,2.9,41.0,0.0,,,,,,
2025-03-24 05:00:00,27.1,61.0,1013.0,1014.2,4.3,36.0,0.0,,,,,,
2025-03-24 06:00:00,27.5,58.0,1011.8,1013.0,3.4,35.0,0.0,,,,,,
2025-03-24 07:00:00,28.4,56.0,1010.3,1011.4,3.1,6.0,0.0,,,,,,
2025-03-24 08:00:00,29.1,55.0,1008.8,1009.9,4.3,0.0,0.0,,,,,,
2025-03-24 09:00:00,29.3,56.0,1008.1,1009.2,7.6,6.0,0.0,,,,,,
2025-03-24 10:00:00,28.9,55.0,1007.9,1009.0,10.0,0.0,0.0,,,,,,
2025-03-24 11:00:00,27.8,58.0,1008.2,1009.3,11.2,0.0,0.0,,,,,,
2025-03-24 12:00:00,26.6,65.0,1008.0,1009.1,9.6,0.0,0.0,,,,,,
2025-03-24 13:00:00,25.0,74.0,1009.0,1010.2,15.9,0.0,0.0,,,,,,
2025-03-24 14:00:00,23.5,72.0,1009.9,1011.1,14.8,0.0,0.0,,,,,,
2025-03-24 15:00:00,22.5,74.0,1010.3,1011.5,13.8,0.0,0.0,,,,,,
2025-03-24 16:00:00,21.7,79.0,1010.0,1011.2,13.2,0.0,0.0,,,,,,
2025-03-24 17:00:00,21.1,82.0,1009.7,1010.9,12.5,0.0,0.0,,,,,,
2025-03-24 18:00:00,20.6,86.0,1008.6,1009.8,10.1,0.0,0.0,,,,,,
2025-03-24 19:00:00,20.2,90.0,1007.7,1008.9,9.6,28.0,0.0,,,,,,
2025-03-24 20:00:00,19.9,93.0,1007.7,1008.9,8.1,50.0,0.0,,,,,,
2025-03-24 21:00:00,19.8,94.0,1007.9,1009.1,6.9,79.0,0.0,,,,,,
2025-03-24 22:00:00,19.7,95.0,1007.8,1009.0,7.6,73.0,0.0,,,,,,
2025-03-24 23:00:00,19.7,96.0,1008.1,1009.3,7.3,81.0,5.0,,,,,,
2025-03-25 00:00:00,20.1,95.0,1008.4,1009.6,5.5,81.0,3.0,,,,,,
2025-03-25 01:00:00,21.3,91.0,1009.0,1010.2,7.1,92.0,0.0,,,,,,
2025-03-25 02:00:00,22.6,85.0,1009.2,1010.4,6.0,86.0,0.0,,,,,,
2025-03-25 03:00:00,24.0,79.0,1009.0,1010.2,4.3,84.0,0.0,,,,,,
2025-03-25 04:00:00,26.2,69.0,1008.3,1009.5,6.9,68.0,0.0,,,,,,
2025-03-25 05:00:00,28.1,63.0,1007.3,1008.4,6.9,33.0,0.0,,,,,,
2025-03-25 06:00:00,27.4,62.0,1006.0,1007.1,5.1,86.0,0.0,,,,,,
2025-03-25 07:00:00,28.8,59.0,1004.9,1006.0,5.8,7.0,0.0,,,,,,
2025-03-25 08:00:00,29.5,59.0,1003.7,1004.8,7.9,25.0,0.0,,,,,,
2025-03-25 09:00:00,29.6,59.0,1003.2,1004.3,10.1,20.0,0.0,,,,,,
2025-03-25 10:00:00,29.1,61.0,1003.2,1004.3,11.3,36.0,0.0,,,,,,
2025-03-25 11:00:00,27.9,63.0,1003.9,1005.0,11.9,0.0,0.0,,,,,,
2025-03-25 12:00:00,26.6,67.0,1004.1,1005.2,11.6,0.0,5.0,,,,,,
2025-03-25 13:00:00,25.0,70.0,1005.2,1006.4,13.7,32.0,3.0,,,,,,
2025-03-25 14:00:00,23.9,73.0,1005.9,1007.1,13.3,37.0,28.0,,,,,,
2025-03-25 15:00:00,23.0,77.0,1006.3,1007.5,12.4,38.0,48.0,,,,,,
2025-03-25 16:00:00,22.4,80.0,1005.9,1007.1,11.9,43.0,38.0,,,,,,
2025-03-25 17:00:00,22.0,83.0,1005.3,1006.5,11.5,59.0,35.0,,,,,,
2025-03-25 18:00:00,21.5,89.0,1005.2,1006.4,10.3,50.0,35.0,,,,,,
2025-03-25 19:00:00,21.2,90.0,1004.9,1006.1,10.1,58.0,10.0,,,,,,
2025-03-25 20:00:00,21.1,91.0,1004.7,1005.9,9.4,64.0,10.0,,,,,,
2025-03-25 21:00:00,20.9,92.0,1004.4,1005.6,9.1,61.0,3.0,,,,,,
2025-03-25 22:00:00,20.8,93.0,1004.4,1005.6,9.5,58.0,3.0,,,,,,
2025-03-25 23:00:00,20.6,94.0,1004.7,1005.9,8.7,71.0,5.0,,,,,,
2025-03-26 00:00:00,21.0,93.0,1005.6,1006.8,10.2,67.0,0.0,,,,,,
2025-03-26 01:00:00,22.3,86.0,1006.4,1007.6,10.2,63.0,0.0,,,,,,
2025-03-26 02:00:00,23.9,77.0,1007.2,1008.4,10.4,80.0,0.0,,,,,,
2025-03-26 03:00:00,26.1,69.0,1006.9,1008.1,10.1,85.0,0.0,,,,,,
2025-03-26 04:00:00,27.3,69.0,1006.9,1008.0,8.6,58.0,0.0,,,,,,
2025-03-26 05:00:00,28.5,64.0,1005.1,1006.2,8.7,97.0,0.0,,,,,,
2025-03-26 06:00:00,28.8,62.0,1003.7,1004.8,7.4,92.0,0.0,,,,,,
2025-03-26 07:00:00,29.7,61.0,1002.4,1003.5,9.3,66.0,0.0,,,,,,
2025-03-26 08:00:00,29.9,62.0,1001.3,1002.4,11.2,21.0,0.0,,,,,,
2025-03-26 09:00:00,29.7,63.0,1001.0,1002.1,11.9,29.0,0.0,,,,,,
2025-03-26 10:00:00,28.9,66.0,1000.7,1001.8,13.0,38.0,0.0,,,,,,
2025-03-26 11:00:00,27.4,69.0,1001.4,1002.5,14.8,38.0,0.0,,,,,,
2025-03-26 12:00:00,25.3,76.0,1001.6,1002.7,13.8,28.0,0.0,,,,,,
2025-03-26 13:00:00,24.0,81.0,1002.6,1003.8,13.3,76.0,0.0,,,,,,
2025-03-26 14:00:00,23.3,80.0,1003.0,1004.2,12.2,25.0,10.0,,,,,,
2025-03-26 15:00:00,22.8,85.0,1003.1,1004.3,11.2,67.0,13.0,,,,,,
2025-03-26 16:00:00,22.6,87.0,1003.0,1004.2,10.7,91.0,5.0,,,,,,
2025-03-26 17:00:00,22.5,88.0,1003.0,1004.2,10.7,91.0,5.0,,,,,,
2025-03-26 18:00:00,22.3,90.0,1002.8,1004.0,9.7,86.0,8.0,,,,,,
2025-03-26 19:00:00,22.3,91.0,1002.1,1003.3,9.4,75.0,0.0,,,,,,
2025-03-26 20:00:00,22.2,92.0,1002.1,1003.3,8.4,83.0,0.0,,,,,,
2025-03-26 21:00:00,22.1,93.0,1002.1,1003.3,7.1,73.0,0.0,,,,,,
2025-03-26 22:00:00,22.2,93.0,1001.8,1003.0,9.7,79.0,0.0,,,,,,
2025-03-26 23:00:00,22.3,92.0,1002.2,1003.4,8.4,79.0,0.0,,,,,,
2025-03-27 00:00:00,22.5,92.0,1002.7,1003.9,9.1,86.0,0.0,,,,,,
2025-03-27 01:00:00,23.6,87.0,1003.5,1004.7,11.9,87.0,0.0,,,,,,
2025-03-27 02:00:00,25.1,81.0,1003.7,1004.8,11.5,88.0,0.0,,,,,,
2025-03-27 03:00:00,26.4,77.0,1004.0,1005.1,11.2,87.0,0.0,,,,,,
2025-03-27 04:00:00,28.1,70.0,1003.5,1004.6,10.2,77.0,0.0,,,,,,
2025-03-27 05:00:00,29.9,66.0,1002.3,1003.4,10.2,39.0,0.0,,,,,,
2025-03-27 06:00:00,30.3,65.0,1001.3,1002.4,8.4,37.0,0.0,,,,,,
2025-03-27 07:00:00,30.9,65.0,999.8,1000.9,10.2,52.0,0.0,,,,,,
2025-03-27 08:00:00,31.2,66.0,999.4,1000.5,11.7,49.0,0.0,,,,,,
2025-03-27 09:00:00,30.8,66.0,998.7,999.8,13.7,50.0,0.0,,,,,,
2025-03-27 10:00:00,29.3,73.0,999.1,1000.2,14.3,38.0,0.0,,,,,,
2025-03-27 11:00:00,27.4,79.0,999.6,1000.7,13.5,45.0,0.0,,,,,,
2025-03-27 12:00:00,25.1,86.0,1000.1,1001.2,10.6,83.0,0.0,,,,,,
2025-03-27 13:00:00,24.4,89.0,1001.3,1002.5,9.8,86.0,0.0,,,,,,
2025-03-27 14:00:00,23.9,91.0,1002.1,1003.3,9.6,90.0,0.0,,,,,,
2025-03-27 15:00:00,23.6,92.0,1002.0,1003.2,8.8,90.0,0.0,,,,,,
2025-03-27 16:00:00,23.4,93.0,1002.2,1003.4,9.1,89.0,0.0,,,,,,
2025-03-27 17:00:00,23.2,94.0,1002.4,1003.6,7.2,89.0,0.0,,,,,,
2025-03-27 18:00:00,23.3,94.0,1002.3,1003.5,6.6,79.0,0.0,,,,,,
2025-03-27 19:00:00,23.2,94.0,1002.3,1003.5,6.2,84.0,0.0,,,,,,
2025-03-27 20:00:00,23.1,94.0,1002.4,1003.6,5.4,95.0,0.0,,,,,,
2025-03-27 21:00:00,23.1,94.0,1003.3,1004.5,5.1,93.0,0.0,,,,,,
2025-03-27 22:00:00,23.2,94.0,1004.4,1005.6,5.4,96.0,0.0,,,,,,
2025-03-27 23:00:00,23.3,94.0,1005.3,1006.5,5.0,99.0,0.0,,,,,,
2025-03-28 00:00:00,23.2,93.0,1006.1,1007.3,4.5,93.0,0.0,,,,,,
2025-03-28 01:00:00,24.0,91.0,1007.6,1008.8,6.4,97.0,0.0,,,,,,
2025-03-28 02:00:00,25.3,85.0,1007.9,1009.1,6.6,83.0,0.0,,,,,,
2025-03-28 03:00:00,26.6,79.0,1008.4,1009.5,6.3,86.0,0.0,,,,,,
2025-03-28 04:00:00,27.9,75.0,1007.7,1008.8,6.6,88.0,0.0,,,,,,
2025-03-28 05:00:00,28.9,72.0,1007.2,1008.3,5.7,86.0,0.0,,,,,,
2025-03-28 06:00:00,29.5,71.0,1005.9,1007.0,5.8,78.0,0.0,,,,,,
2025-03-28 07:00:00,30.4,67.0,1004.8,1005.9,6.9,75.0,0.0,,,,,,
2025-03-28 08:00:00,30.6,65.0,1004.0,1005.1,9.2,89.0,0.0,,,,,,
2025-03-28 09:00:00,29.9,69.0,1003.7,1004.8,11.5,76.0,0.0,,,,,,
2025-03-28 10:00:00,28.8,74.0,1004.3,1005.4,12.7,72.0,0.0,,,,,,
2025-03-28 11:00:00,27.2,83.0,1004.8,1005.9,13.0,63.0,0.0,,,,,,
2025-03-28 12:00:00,25.8,86.0,1005.4,1006.5,12.4,79.0,0.0,,,,,,
2025-03-28 13:00:00,25.2,88.0,1006.2,1007.4,10.7,65.0,0.0,,,,,,
2025-03-28 14:00:00,24.8,88.0,1007.7,1008.9,8.9,84.0,0.0,,,,,,
2025-03-28 15:00:00,24.6,89.0,1008.4,1009.6,8.9,96.0,0.0,,,,,,
2025-03-28 16:00:00,24.3,89.0,1008.8,1010.0,8.9,97.0,8.0,,,,,,
2025-03-28 17:00:00,24.0,90.0,1008.7,1009.9,8.6,91.0,38.0,,,,,,
2025-03-28 18:00:00,23.8,93.0,1008.3,1009.5,11.1,96.0,75.0,,,,,,
